key_0,cust_number,Notes,buisness_year,total_open_amount,due_term,baseline_create_date_day,due_in_date_day,baseline_create_date_month,due_in_date_month,due_in_date_year,document_create_date.1_day,document_create_date.1_month,document_create_date.1_year,business_code_enc,cust_payment_terms_enc,document_type_enc,Predicted_delay,due_in_date,predicted_payment_date,BUCKET_DAYS,bucket_id,name_customer,invoice_id
603,200707005,Lorem,2020,51293.37,15,16,1,4,5,2020,16,4,2020,1,15,0,1,2020-05-01,2020-05-02,(0-15) Days,1,KING S ,1930784302.0
604,200769623,Lorem,2020,15146.62,15,10,25,3,3,2020,10,3,2020,1,28,0,1,2020-03-25,2020-03-26,(0-15) Days,1,WAL-MAR associates,1930632490.0
605,200744019,Lorem,2020,364.61,15,25,9,3,4,2020,25,3,2020,1,15,0,1,2020-04-09,2020-04-10,(0-15) Days,1,TARG in,1930688054.0
606,200920735,Lorem,2020,41389.54,15,14,29,4,4,2020,14,4,2020,1,15,0,1,2020-04-29,2020-04-30,(0-15) Days,1,ALBERT corporation,1930781040.0
607,200230690,Lorem,2020,6208.61,23,1,24,3,3,2020,2,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DECA trust,1930586493.0
608,200763229,Lorem,2020,27831.01,15,18,2,3,4,2020,18,3,2020,1,15,0,1,2020-04-02,2020-04-03,(0-15) Days,1,MAINES foundation,1930660599.0
609,200714710,Lorem,2020,21897.59,20,27,18,2,3,2020,27,2,2020,1,22,0,1,2020-03-18,2020-03-19,(0-15) Days,1,SYSCO  trust,1930567202.0
610,200769623,Lorem,2020,17468.13,15,25,9,3,4,2020,25,3,2020,1,28,0,1,2020-04-09,2020-04-10,(0-15) Days,1,WAL-MAR systems,1930691333.0
611,200799367,Lorem,2020,7617.62,15,11,26,3,3,2020,11,3,2020,1,15,0,1,2020-03-26,2020-03-27,(0-15) Days,1,MCL co,1930598187.0
612,200769623,Lorem,2020,33696.41,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR associates,1930717893.0
613,200769623,Lorem,2020,58443.89,15,5,20,3,3,2020,5,3,2020,1,28,0,1,2020-03-20,2020-03-21,(0-15) Days,1,WAL-MAR in,1930604407.0
614,200769623,Lorem,2020,36019.7,15,25,9,3,4,2020,25,3,2020,1,28,0,1,2020-04-09,2020-04-10,(0-15) Days,1,WAL-MAR llc,1930700514.0
615,200078795,Lorem,2020,697.97,15,29,14,4,5,2020,29,4,2020,1,15,0,1,2020-05-14,2020-05-15,(0-15) Days,1,H T H foundation,1930838514.0
616,200739534,Lorem,2020,69245.39,15,15,30,3,3,2020,15,3,2020,1,15,0,1,2020-03-30,2020-03-31,(0-15) Days,1,OK co,1930652863.0
617,200769623,Lorem,2020,60094.95,15,2,17,4,4,2020,2,4,2020,1,28,0,1,2020-04-17,2020-04-18,(0-15) Days,1,WAL-MAR foundation,1930725316.0
618,200727272,Lorem,2020,61440.18,15,24,9,4,5,2020,24,4,2020,1,15,0,1,2020-05-09,2020-05-10,(0-15) Days,1,BROOKS corp,1930823739.0
619,200900909,Lorem,2020,3081.28,15,21,6,4,5,2020,21,4,2020,1,15,0,1,2020-05-06,2020-05-07,(0-15) Days,1,SYSCO corp,1930797638.0
620,200776463,Lorem,2020,123430.14,15,21,6,4,5,2020,21,4,2020,1,15,0,1,2020-05-06,2020-05-07,(0-15) Days,1,KROGE foundation,1930808226.0
621,200726979,Lorem,2020,15026.34,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,BJ'S  co,1930684711.0
622,200230690,Lorem,2020,62.52,23,1,24,3,3,2020,4,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DECA foundation,1930599816.0
623,200704045,Lorem,2020,17059.46,65,10,14,3,5,2020,10,3,2020,1,27,0,-30,2020-05-14,2020-04-14,(< 0) Days,0,RA us,1930635771.0
624,200739006,Lorem,2020,8520.0,15,12,27,3,3,2020,12,3,2020,1,15,0,1,2020-03-27,2020-03-28,(0-15) Days,1,AL us,1930643263.0
625,200769623,Lorem,2020,24132.81,15,18,3,4,5,2020,18,4,2020,1,28,0,1,2020-05-03,2020-05-04,(0-15) Days,1,WAL-MAR llc,1930797755.0
626,200769623,Lorem,2020,12439.02,15,21,5,3,4,2020,21,3,2020,1,28,0,1,2020-04-05,2020-04-06,(0-15) Days,1,WAL-MAR trust,1930673874.0
627,200769623,Lorem,2020,40561.38,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR trust,1930714016.0
628,200386051,Lorem,2020,18773.43,15,5,20,3,3,2020,5,3,2020,1,15,0,1,2020-03-20,2020-03-21,(0-15) Days,1,W H foundation,1930598546.0
629,200726979,Lorem,2020,1015.86,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,BJ'S  trust,1930827274.0
630,200769623,Lorem,2020,6673.84,15,28,14,2,3,2020,28,2,2020,1,28,0,1,2020-03-14,2020-03-15,(0-15) Days,1,WAL-MAR llc,1930582191.0
631,200793088,Lorem,2020,69305.41,15,6,21,4,4,2020,6,4,2020,1,15,0,1,2020-04-21,2020-04-22,(0-15) Days,1,DEMOU us,1930747406.0
632,200704858,Lorem,2020,589.12,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,WAKE corporation,1930703296.0
633,200759878,Lorem,2020,6382.8,65,7,11,3,5,2020,7,3,2020,1,27,0,-21,2020-05-11,2020-04-20,(< 0) Days,0,SA associates,1930610774.0
634,13,Lorem,2020,861.14,0,21,21,3,3,2020,21,3,2020,1,43,0,11,2020-03-21,2020-04-01,(0-15) Days,1,KRAFT F co,1930655359.0
635,200705742,Lorem,2020,17643.77,20,11,1,4,5,2020,11,4,2020,1,22,0,1,2020-05-01,2020-05-02,(0-15) Days,1,DOT ,1930778407.0
636,200759878,Lorem,2020,34418.15,15,2,17,4,4,2020,2,4,2020,1,28,0,1,2020-04-17,2020-04-18,(0-15) Days,1,SA in,1930733309.0
637,200794332,Lorem,2020,14772.55,15,30,15,4,5,2020,30,4,2020,1,17,0,1,2020-05-15,2020-05-16,(0-15) Days,1,COST in,1930843106.0
638,200769623,Lorem,2020,7943.13,15,5,20,3,3,2020,5,3,2020,1,28,0,1,2020-03-20,2020-03-21,(0-15) Days,1,WAL-MAR us,1930597559.0
639,100031704,Lorem,2020,78309.87,15,8,23,4,4,2020,8,4,2020,1,15,0,1,2020-04-23,2020-04-24,(0-15) Days,1,DELHAIZE llc,1930767171.0
640,200341093,Lorem,2020,59911.02,10,24,3,3,4,2020,24,3,2020,1,8,0,1,2020-04-03,2020-04-04,(0-15) Days,1,ALLIED foundation,1930670650.0
641,200706844,Lorem,2020,36056.34,15,4,19,4,4,2020,4,4,2020,1,15,0,1,2020-04-19,2020-04-20,(0-15) Days,1,WINC us,1930746941.0
642,200726979,Lorem,2020,638.85,15,5,20,4,4,2020,5,4,2020,1,15,0,1,2020-04-20,2020-04-21,(0-15) Days,1,BJ'S  ,1930774239.0
643,200769623,Lorem,2020,4088.45,15,1,16,4,4,2020,1,4,2020,1,28,0,1,2020-04-16,2020-04-17,(0-15) Days,1,WAL-MAR llc,1930732339.0
644,200769623,Lorem,2020,656.25,15,27,13,2,3,2020,27,2,2020,1,28,0,1,2020-03-13,2020-03-14,(0-15) Days,1,WAL-MAR trust,1930571315.0
645,200714710,Lorem,2020,805.92,32,9,10,3,4,2020,9,3,2020,1,10,0,1,2020-04-10,2020-04-11,(0-15) Days,1,SYSCO  co,1930600968.0
646,200744019,Lorem,2020,30384.2,15,19,3,3,4,2020,19,3,2020,1,15,0,1,2020-04-03,2020-04-04,(0-15) Days,1,TARG co,1930666780.0
647,200148860,Lorem,2020,62959.4,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,DOLLA ,1930684291.0
648,200769623,Lorem,2020,1898.9,15,12,27,4,4,2020,12,4,2020,1,28,0,1,2020-04-27,2020-04-28,(0-15) Days,1,WAL-MAR llc,1930776677.0
649,200744019,Lorem,2020,7664.54,15,16,1,4,5,2020,16,4,2020,1,15,0,1,2020-05-01,2020-05-02,(0-15) Days,1,TARG systems,1930793778.0
650,200705742,Lorem,2020,532.1,20,6,26,3,3,2020,6,3,2020,1,22,0,1,2020-03-26,2020-03-27,(0-15) Days,1,DOT in,1930606399.0
651,200769623,Lorem,2020,21240.83,15,10,25,4,4,2020,10,4,2020,1,28,0,1,2020-04-25,2020-04-26,(0-15) Days,1,WAL-MAR co,1930768792.0
652,200769623,Lorem,2020,1242.68,15,21,5,3,4,2020,21,3,2020,1,28,0,1,2020-04-05,2020-04-06,(0-15) Days,1,WAL-MAR us,1930683549.0
653,200769623,Lorem,2020,15746.88,15,16,31,3,3,2020,16,3,2020,1,28,0,1,2020-03-31,2020-04-01,(0-15) Days,1,WAL-MAR foundation,1930648005.0
654,100044041,Lorem,2020,925.22,23,16,8,3,4,2020,20,3,2020,1,32,0,1,2020-04-08,2020-04-09,(0-15) Days,1,DEF. F in,1930672405.0
655,200769623,Lorem,2020,4055.84,15,7,22,3,3,2020,7,3,2020,1,28,0,1,2020-03-22,2020-03-23,(0-15) Days,1,WAL-MAR systems,1930620122.0
656,200744019,Lorem,2020,34364.8,15,21,6,4,5,2020,21,4,2020,1,15,0,1,2020-05-06,2020-05-07,(0-15) Days,1,TARG corporation,1930813037.0
657,200769623,Lorem,2020,11474.71,15,28,12,3,4,2020,28,3,2020,1,28,0,1,2020-04-12,2020-04-13,(0-15) Days,1,WAL-MAR trust,1930705843.0
658,200769623,Lorem,2020,1750.85,15,17,2,4,5,2020,17,4,2020,1,28,0,1,2020-05-02,2020-05-03,(0-15) Days,1,WAL-MAR corporation,1930793292.0
659,200780383,Lorem,2020,15999.66,15,2,17,4,4,2020,2,4,2020,1,15,0,1,2020-04-17,2020-04-18,(0-15) Days,1,MEIJ co,1930733285.0
660,200780383,Lorem,2020,85245.42,15,18,2,3,4,2020,18,3,2020,1,15,0,1,2020-04-02,2020-04-03,(0-15) Days,1,MEIJ co,1930670050.0
661,200769623,Lorem,2020,21112.61,15,7,22,3,3,2020,7,3,2020,1,28,0,1,2020-03-22,2020-03-23,(0-15) Days,1,WAL-MAR systems,1930610831.0
662,200769623,Lorem,2020,31816.16,15,1,16,4,4,2020,1,4,2020,1,28,0,1,2020-04-16,2020-04-17,(0-15) Days,1,WAL-MAR us,1930727194.0
663,100021540,Lorem,2020,30118.83,10,21,1,4,5,2020,21,4,2020,1,8,0,1,2020-05-01,2020-05-02,(0-15) Days,1,MASTER co,1930808858.0
664,200772670,Lorem,2020,92950.73,15,15,30,4,4,2020,15,4,2020,1,33,0,1,2020-04-30,2020-05-01,(0-15) Days,1,ASSOCIAT us,1930792870.0
665,200744019,Lorem,2020,4300.34,15,26,10,3,4,2020,26,3,2020,1,15,0,1,2020-04-10,2020-04-11,(0-15) Days,1,TARG co,1930692387.0
666,200793830,Lorem,2020,196703.67,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,M us,1930829315.0
667,200797984,Lorem,2020,146486.38,15,4,19,3,3,2020,4,3,2020,1,15,0,1,2020-03-19,2020-03-20,(0-15) Days,1,PIGGLY corporation,1930592561.0
668,200763152,Lorem,2020,59201.33,15,5,20,3,3,2020,5,3,2020,1,15,0,1,2020-03-20,2020-03-21,(0-15) Days,1,PERFOR corporation,1930601083.0
669,200772670,Lorem,2020,64174.71,15,2,17,4,4,2020,2,4,2020,1,33,0,1,2020-04-17,2020-04-18,(0-15) Days,1,ASSOCIAT foundation,1930738106.0
670,200744019,Lorem,2020,4836.88,15,3,18,4,4,2020,3,4,2020,1,15,0,1,2020-04-18,2020-04-19,(0-15) Days,1,TARG in,1930737337.0
671,200769623,Lorem,2020,53811.29,15,5,20,4,4,2020,5,4,2020,1,28,0,1,2020-04-20,2020-04-21,(0-15) Days,1,WAL-MAR foundation,1930739972.0
672,200592182,Lorem,2020,361.08,23,1,24,3,3,2020,9,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DECA associates,1930624433.0
673,200794332,Lorem,2020,3431.41,65,4,8,3,5,2020,4,3,2020,1,27,0,-21,2020-05-08,2020-04-17,(< 0) Days,0,COST co,1930592891.0
674,200769623,Lorem,2020,1299.25,15,6,21,3,3,2020,6,3,2020,1,28,0,1,2020-03-21,2020-03-22,(0-15) Days,1,WAL-MAR corp,1930609471.0
675,200782001,Lorem,2020,52223.07,15,13,28,3,3,2020,13,3,2020,1,15,0,1,2020-03-28,2020-03-29,(0-15) Days,1,GORDO co,1930643576.0
676,200769623,Lorem,2020,5537.77,15,13,28,4,4,2020,13,4,2020,1,28,0,1,2020-04-28,2020-04-29,(0-15) Days,1,WAL-MAR us,1930778369.0
677,200769623,Lorem,2020,18042.89,15,17,2,4,5,2020,17,4,2020,1,28,0,1,2020-05-02,2020-05-03,(0-15) Days,1,WAL-MAR us,1930796462.0
678,200761734,Lorem,2020,104345.24,15,10,25,3,3,2020,10,3,2020,1,15,0,1,2020-03-25,2020-03-26,(0-15) Days,1,H E BUT systems,1930629007.0
679,200700919,Lorem,2020,7420.11,15,30,15,4,5,2020,30,4,2020,1,15,0,1,2020-05-15,2020-05-16,(0-15) Days,1,US  corp,1930810264.0
680,200769623,Lorem,2020,776.58,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR llc,1930715446.0
681,200769623,Lorem,2020,661.11,15,2,17,5,5,2020,2,5,2020,1,28,0,1,2020-05-17,2020-05-18,(0-15) Days,1,WAL-MAR associates,1930849709.0
682,200705372,Lorem,2020,134263.91,15,30,15,4,5,2020,30,4,2020,1,15,0,1,2020-05-15,2020-05-16,(0-15) Days,1,FR foundation,1930837646.0
683,200769623,Lorem,2020,1398.68,15,6,21,5,5,2020,6,5,2020,1,28,0,1,2020-05-21,2020-05-22,(0-15) Days,1,WAL-MAR corporation,1930857866.0
684,200772670,Lorem,2020,88890.63,15,11,26,3,3,2020,11,3,2020,1,33,0,1,2020-03-26,2020-03-27,(0-15) Days,1,ASSOCIAT associates,1930635787.0
685,200769623,Lorem,2020,13363.18,15,6,21,5,5,2020,6,5,2020,1,28,0,1,2020-05-21,2020-05-22,(0-15) Days,1,WAL-MAR trust,1930857945.0
686,200769623,Lorem,2020,9802.64,15,4,19,3,3,2020,4,3,2020,1,28,0,1,2020-03-19,2020-03-20,(0-15) Days,1,WAL-MAR systems,1930599053.0
687,200772670,Lorem,2020,6288.0,15,18,3,4,5,2020,18,4,2020,1,33,0,1,2020-05-03,2020-05-04,(0-15) Days,1,ASSOCIAT corp,1930800515.0
688,200769623,Lorem,2020,3270.04,15,30,15,4,5,2020,30,4,2020,1,28,0,1,2020-05-15,2020-05-16,(0-15) Days,1,WAL-MAR trust,1930843645.0
689,200769623,Lorem,2020,75519.35,15,12,27,4,4,2020,12,4,2020,1,28,0,1,2020-04-27,2020-04-28,(0-15) Days,1,WAL-MAR ,1930774603.0
690,200761734,Lorem,2020,66310.72,15,1,16,4,4,2020,1,4,2020,1,15,0,1,2020-04-16,2020-04-17,(0-15) Days,1,H E BUT us,1930727372.0
691,200759878,Lorem,2020,18900.99,15,22,7,4,5,2020,22,4,2020,1,28,0,1,2020-05-07,2020-05-08,(0-15) Days,1,SA ,1930803953.0
692,200797452,Lorem,2020,12216.93,20,7,27,4,4,2020,7,4,2020,1,22,0,1,2020-04-27,2020-04-28,(0-15) Days,1,US  systems,1930729728.0
693,200769623,Lorem,2020,49887.15,15,22,6,3,4,2020,22,3,2020,1,28,0,1,2020-04-06,2020-04-07,(0-15) Days,1,WAL-MAR us,1930684764.0
694,140106408,Lorem,2020,15752.952900000002,10,4,14,4,4,2020,4,4,2020,0,4,0,10,2020-04-14,2020-04-24,(0-15) Days,1,WAL-M us,2960625441.0
695,200769623,Lorem,2020,41881.56,15,17,2,4,5,2020,17,4,2020,1,28,0,1,2020-05-02,2020-05-03,(0-15) Days,1,WAL-MAR co,1930794643.0
696,200762301,Lorem,2020,58542.16,15,10,25,4,4,2020,10,4,2020,1,20,0,1,2020-04-25,2020-04-26,(0-15) Days,1,C&S WH systems,1930775781.0
697,200769623,Lorem,2020,1824.97,15,15,30,3,3,2020,15,3,2020,1,28,0,1,2020-03-30,2020-03-31,(0-15) Days,1,WAL-MAR systems,1930647696.0
698,200704045,Lorem,2020,21155.34,15,13,28,3,3,2020,13,3,2020,1,15,0,1,2020-03-28,2020-03-29,(0-15) Days,1,RA ,1930650852.0
699,200769623,Lorem,2020,5649.69,15,5,20,4,4,2020,5,4,2020,1,28,0,1,2020-04-20,2020-04-21,(0-15) Days,1,WAL-MAR foundation,1930747396.0
700,200769623,Lorem,2020,4486.74,15,25,10,4,5,2020,25,4,2020,1,28,0,1,2020-05-10,2020-05-11,(0-15) Days,1,WAL-MAR trust,1930818747.0
701,200020431,Lorem,2020,16894.28,23,16,9,4,5,2020,23,4,2020,1,32,0,1,2020-05-09,2020-05-10,(0-15) Days,1,DEC systems,1930817566.0
702,200726979,Lorem,2020,577.57,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,BJ'S  corp,1930691891.0
703,200772670,Lorem,2020,53092.74,15,27,11,3,4,2020,27,3,2020,1,33,0,1,2020-04-11,2020-04-12,(0-15) Days,1,ASSOCIAT llc,1930712181.0
704,200744019,Lorem,2020,18015.92,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,TARG associates,1930852427.0
705,200726979,Lorem,2020,66.37,15,18,2,3,4,2020,18,3,2020,1,15,0,1,2020-04-02,2020-04-03,(0-15) Days,1,BJ'S  associates,1930664117.0
706,200769623,Lorem,2020,42395.64,15,11,26,3,3,2020,11,3,2020,1,28,0,1,2020-03-26,2020-03-27,(0-15) Days,1,WAL-MAR corporation,1930630138.0
707,200712187,Lorem,2020,2118.67,15,27,13,2,3,2020,27,2,2020,1,15,0,1,2020-03-13,2020-03-14,(0-15) Days,1,SPAR llc,1930576810.0
708,200704045,Lorem,2020,98014.84,15,3,18,3,3,2020,3,3,2020,1,15,0,1,2020-03-18,2020-03-19,(0-15) Days,1,RA corporation,1930597818.0
709,200759878,Lorem,2020,140928.42,45,29,13,3,5,2020,29,3,2020,1,42,0,-5,2020-05-13,2020-05-08,(< 0) Days,0,SA associates,1930717543.0
710,200762301,Lorem,2020,7996.49,15,5,20,4,4,2020,5,4,2020,1,20,0,1,2020-04-20,2020-04-21,(0-15) Days,1,C&S WH us,1930748477.0
711,200706844,Lorem,2020,37653.05,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,WINC llc,1930675260.0
712,200418007,Lorem,2020,46584.0,15,22,7,4,5,2020,22,4,2020,1,15,0,1,2020-05-07,2020-05-08,(0-15) Days,1,AM in,1930812870.0
713,200353024,Lorem,2020,552.34,23,16,9,4,5,2020,23,4,2020,1,32,0,1,2020-05-09,2020-05-10,(0-15) Days,1,DECA foundation,1930817626.0
714,200762301,Lorem,2020,70470.08,15,17,1,3,4,2020,17,3,2020,1,20,0,1,2020-04-01,2020-04-02,(0-15) Days,1,C&S WH foundation,1930661123.0
715,200769623,Lorem,2020,516.6,15,21,5,3,4,2020,21,3,2020,1,28,0,1,2020-04-05,2020-04-06,(0-15) Days,1,WAL-MAR co,1930675956.0
716,200772670,Lorem,2020,24854.5,15,6,21,3,3,2020,6,3,2020,1,33,0,1,2020-03-21,2020-03-22,(0-15) Days,1,ASSOCIAT in,1930611735.0
717,140104249,Lorem,2020,1830.1302000000003,10,19,29,3,3,2020,19,3,2020,0,4,0,10,2020-03-29,2020-04-08,(0-15) Days,1,SOB us,2960622632.0
718,200769623,Lorem,2020,8344.01,15,12,27,4,4,2020,12,4,2020,1,28,0,1,2020-04-27,2020-04-28,(0-15) Days,1,WAL-MAR systems,1930778150.0
719,200148860,Lorem,2020,57902.84,15,3,18,5,5,2020,3,5,2020,1,15,0,1,2020-05-18,2020-05-19,(0-15) Days,1,DOLLA corporation,1930852430.0
720,200748108,Lorem,2020,87814.9,15,13,28,3,3,2020,13,3,2020,1,15,0,1,2020-03-28,2020-03-29,(0-15) Days,1,KROGER trust,1930650830.0
721,200764795,Lorem,2020,26385.94,15,19,3,3,4,2020,19,3,2020,1,15,0,1,2020-04-03,2020-04-04,(0-15) Days,1,SYSCO  corporation,1930666054.0
722,200776463,Lorem,2020,6049.53,15,27,13,2,3,2020,27,2,2020,1,15,0,1,2020-03-13,2020-03-14,(0-15) Days,1,KROGE associates,1930566219.0
723,200769623,Lorem,2020,47824.83,15,26,11,4,5,2020,26,4,2020,1,28,0,1,2020-05-11,2020-05-12,(0-15) Days,1,WAL-MAR in,1930828018.0
724,200769623,Lorem,2020,1584.2,15,4,19,3,3,2020,4,3,2020,1,28,0,1,2020-03-19,2020-03-20,(0-15) Days,1,WAL-MAR corp,1930598345.0
725,200794332,Lorem,2020,17581.46,65,18,22,3,5,2020,18,3,2020,1,27,0,-21,2020-05-22,2020-05-01,(< 0) Days,0,COST systems,1930665573.0
726,200761734,Lorem,2020,49318.06,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,H E BUT us,1930725207.0
727,200455322,Lorem,2020,31615.56,30,9,9,4,5,2020,9,4,2020,1,24,0,1,2020-05-09,2020-05-10,(0-15) Days,1,PEA in,1930760343.0
728,200781803,Lorem,2020,6897.21,20,20,9,3,4,2020,20,3,2020,1,22,0,1,2020-04-09,2020-04-10,(0-15) Days,1,JRD trust,1930681121.0
729,200769623,Lorem,2020,1991.84,15,17,2,4,5,2020,17,4,2020,1,28,0,1,2020-05-02,2020-05-03,(0-15) Days,1,WAL-MAR co,1930794161.0
730,200743129,Lorem,2020,102566.69,15,10,25,4,4,2020,10,4,2020,1,15,0,1,2020-04-25,2020-04-26,(0-15) Days,1,BROOKS corporation,1930773404.0
731,200726979,Lorem,2020,35.73,15,11,26,3,3,2020,11,3,2020,1,15,0,1,2020-03-26,2020-03-27,(0-15) Days,1,BJ'S  foundation,1930635110.0
732,200020431,Lorem,2020,216.0,23,1,24,3,3,2020,4,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DEC co,1930600152.0
733,200752302,Lorem,2020,119069.42,15,5,20,3,3,2020,5,3,2020,1,15,0,1,2020-03-20,2020-03-21,(0-15) Days,1,KROGER ,1930610430.0
734,200707822,Lorem,2020,87346.25,15,10,25,4,4,2020,10,4,2020,1,15,0,1,2020-04-25,2020-04-26,(0-15) Days,1,PUBLI us,1930776548.0
735,200706844,Lorem,2020,23973.86,15,11,26,3,3,2020,11,3,2020,1,15,0,1,2020-03-26,2020-03-27,(0-15) Days,1,WINC corporation,1930641018.0
736,200936373,Lorem,2020,18752.97,15,10,25,3,3,2020,10,3,2020,1,15,0,1,2020-03-25,2020-03-26,(0-15) Days,1,SUPE llc,1930628039.0
737,200793122,Lorem,2020,37847.07,15,29,14,4,5,2020,29,4,2020,1,15,0,1,2020-05-14,2020-05-15,(0-15) Days,1,PIGGLY systems,1930837907.0
738,200726979,Lorem,2020,549.03,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,BJ'S  foundation,1930716960.0
739,200762301,Lorem,2020,23781.78,15,7,22,5,5,2020,7,5,2020,1,20,0,1,2020-05-22,2020-05-23,(0-15) Days,1,C&S WH ,1930862021.0
740,200793088,Lorem,2020,94775.73,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,DEMOU co,1930671001.0
741,200762301,Lorem,2020,47517.57,31,30,30,3,4,2020,30,3,2020,1,3,0,1,2020-04-30,2020-05-01,(0-15) Days,1,C&S WH us,1930606708.0
742,200744019,Lorem,2020,22065.97,15,22,7,4,5,2020,22,4,2020,1,15,0,1,2020-05-07,2020-05-08,(0-15) Days,1,TARG systems,1930809238.0
743,200434439,Lorem,2020,81963.33,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,BAUGH SU trust,1930863150.0
744,200466603,Lorem,2020,130534.27,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,SMITH'S corporation,1930708403.0
745,200794332,Lorem,2020,19801.9,15,11,26,3,3,2020,11,3,2020,1,17,0,1,2020-03-26,2020-03-27,(0-15) Days,1,COST foundation,1930629628.0
746,140104229,Lorem,2020,2989.1916,10,6,16,5,5,2020,6,5,2020,0,4,0,10,2020-05-16,2020-05-26,(0-15) Days,1,A & W F us,2960632056.0
747,200769623,Lorem,2020,15653.02,15,9,24,3,3,2020,9,3,2020,1,28,0,1,2020-03-24,2020-03-25,(0-15) Days,1,WAL-MAR llc,1930620301.0
748,100057168,Lorem,2020,104853.82,15,15,30,4,4,2020,15,4,2020,1,15,0,1,2020-04-30,2020-05-01,(0-15) Days,1,CO in,1930779232.0
749,100016691,Lorem,2020,15088.0,30,19,18,3,4,2020,19,3,2020,1,24,0,1,2020-04-18,2020-04-19,(0-15) Days,1,BAY  foundation,1930669998.0
750,200881076,Lorem,2020,11703.38,15,23,8,4,5,2020,23,4,2020,1,15,0,1,2020-05-08,2020-05-09,(0-15) Days,1,ALBERT llc,1930821966.0
751,200230690,Lorem,2020,490.7,23,1,24,5,5,2020,5,5,2020,1,32,0,1,2020-05-24,2020-05-25,(0-15) Days,1,DECA corporation,1930857298.0
752,200700919,Lorem,2020,20400.14,15,20,5,4,5,2020,20,4,2020,1,15,0,1,2020-05-05,2020-05-06,(0-15) Days,1,US  corp,1930804332.0
753,200696090,Lorem,2020,5421.9,15,1,16,4,4,2020,1,4,2020,1,15,0,1,2020-04-16,2020-04-17,(0-15) Days,1,UNITE associates,1930710227.0
754,200762950,Lorem,2020,94283.78,15,1,16,5,5,2020,1,5,2020,1,15,0,1,2020-05-16,2020-05-17,(0-15) Days,1,HAR corporation,1930837978.0
755,200337148,Lorem,2020,6863.6,15,29,14,4,5,2020,29,4,2020,1,15,0,1,2020-05-14,2020-05-15,(0-15) Days,1,COAS corporation,1930838352.0
756,200915438,Lorem,2020,11492.94,15,17,2,4,5,2020,17,4,2020,1,15,0,1,2020-05-02,2020-05-03,(0-15) Days,1,GROC llc,1930776861.0
757,200729942,Lorem,2020,20295.04,15,13,28,4,4,2020,13,4,2020,1,15,0,1,2020-04-28,2020-04-29,(0-15) Days,1,SA foundation,1930782753.0
758,200707822,Lorem,2020,30424.96,15,26,11,4,5,2020,26,4,2020,1,15,0,1,2020-05-11,2020-05-12,(0-15) Days,1,PUBLI corp,1930832990.0
759,200762301,Lorem,2020,61776.67,15,29,14,4,5,2020,29,4,2020,1,20,0,1,2020-05-14,2020-05-15,(0-15) Days,1,C&S WH ,1930842549.0
760,200078854,Lorem,2020,7970.79,15,28,13,4,5,2020,28,4,2020,1,15,0,1,2020-05-13,2020-05-14,(0-15) Days,1,MC A in,1930832653.0
761,200769623,Lorem,2020,17981.59,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR trust,1930714157.0
762,200770677,Lorem,2020,43970.26,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,KRAS corporation,1930860376.0
763,200769623,Lorem,2020,3228.13,15,7,22,4,4,2020,7,4,2020,1,28,0,1,2020-04-22,2020-04-23,(0-15) Days,1,WAL-MAR foundation,1930751843.0
